project_url,toxic_ToxiCR,toxic_llama,filter,Actually_toxic,toxic comment link,Project Developer/External User,Type,What is the problem,What happened afterwards,Do problem resolved,Issue locked,Issue closed,PR merged,PR-associated with the issue,Any following toxic reply,action,issue/pr,toxic reply link,Additional comment,Priority/Severe,
https://github.com/kovidgoyal/kitty/issues/7453,1,1,1,Yes,https://github.com/kovidgoyal/kitty/issues/7453#issuecomment-2119587650,Internal/Owner,Insult,"The user mocked the original issue author, which comes as insult",Insulting went on. The issue was closed as complete.,0,0,1,-,0,1,,issue,https://github.com/kovidgoyal/kitty/issues/7453#issuecomment-2119605901,"Following the original comment, there were more mocking and they came as toxic.",-,
https://github.com/kovidgoyal/kitty/issues/7624,1,0,0,Yes,https://github.com/kovidgoyal/kitty/issues/7624#issuecomment-2227180193,Internal/Owner,Insult,The user insulted the issue author,There were several toxic comments followed by,0,0,1,-,0,1,0,issue,"https://github.com/kovidgoyal/kitty/issues/7624#issuecomment-2227183092

https://github.com/kovidgoyal/kitty/issues/7624#issuecomment-2227183886",Maintainer ignored a bug report and made a toxic comment. Which followed by other toxic comments,Severity-priority issue. User think maintainer does not even acknowledges the bug,
https://github.com/alacritty/alacritty/issues/7757,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/All-Hands-AI/OpenHands/issues/1762,1,0,0,No,,,,,,,,,,,,,,,,,
https://github.com/All-Hands-AI/OpenHands/issues/228,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/All-Hands-AI/OpenHands/issues/2866,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/All-Hands-AI/OpenHands/issues/3767,1,0,0,No,,,,,,,,,,,,,,,,,
https://github.com/All-Hands-AI/OpenHands/issues/668,1,0,0,No,,,,,,,,,,,,,,,,,
https://github.com/apache/skywalking/issues/12219,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/Automattic/mongoose/issues/14418,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/commaai/openpilot/issues/32070,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/containers/podman/issues/23686,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/containers/podman/issues/24045,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/curl/curl/issues/13094,0,1,0,No,,,,,,,,,,,,,,,,,
https://github.com/dmlc/xgboost/issues/10647,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/docker/compose/issues/11531,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/docker/compose/issues/11544,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/docker/compose/issues/11563,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/docker/compose/issues/11589,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/docker/compose/issues/12124,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/flutter/flutter/issues/150513,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/flutter/flutter/issues/155538,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/flutter/flutter/issues/156046,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/ggerganov/llama.cpp/issues/4740,1,0,0,No,,,,,,,,,,,,,,,,,
https://github.com/ggerganov/llama.cpp/issues/6031,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/ggerganov/llama.cpp/issues/6422,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/ggerganov/llama.cpp/issues/7055,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/ggerganov/llama.cpp/issues/7159,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/ggerganov/llama.cpp/issues/7939,0,1,0,No,,,,,,,,,,,,,,,,,
https://github.com/ggerganov/llama.cpp/issues/8323,0,1,0,No,,,,,,,,,,,,,,,,,
https://github.com/ggerganov/llama.cpp/issues/9066,0,1,0,No,,,,,,,,,,,,,,,,,
https://github.com/ggerganov/llama.cpp/issues/9085,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/godotengine/godot/issues/86869,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/godotengine/godot/issues/87126,1,0,0,No,,,,,,,,,,,,,,,,,
https://github.com/godotengine/godot/issues/87329,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/godotengine/godot/issues/89647,1,0,0,No,,,,,,,,,,,,,,,,,
https://github.com/grpc/grpc/issues/36896,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/hashicorp/terraform/issues/35649,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/IceWhaleTech/CasaOS/issues/1940,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/jellyfin/jellyfin/issues/10868,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/jellyfin/jellyfin/issues/10894,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/jellyfin/jellyfin/issues/11047,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/jellyfin/jellyfin/issues/11588,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/jellyfin/jellyfin/issues/11898,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/jellyfin/jellyfin/issues/12243,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/kovidgoyal/kitty/issues/7339,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/kovidgoyal/kitty/issues/7361,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/kovidgoyal/kitty/issues/7379,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/kovidgoyal/kitty/issues/7759,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/microsoft/terminal/issues/16641,1,0,0,No,,,,,,,,,,,,,,,,,
https://github.com/microsoft/terminal/issues/16647,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/microsoft/terminal/issues/17061,1,0,0,No,,,,,,,,,,,,,,,,,
https://github.com/microsoft/TypeScript/issues/57914,1,0,0,No,,,,,,,,,,,,,,,,,
https://github.com/microsoft/TypeScript/issues/59715,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/microsoft/vcpkg/issues/38401,0,1,0,No,,,,,,,,,,,,,,,,,
https://github.com/microsoft/vcpkg/issues/38559,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/moby/moby/issues/47343,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/moby/moby/issues/48144,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/NationalSecurityAgency/ghidra/issues/6628,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/NationalSecurityAgency/ghidra/issues/6735,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/neovim/neovim/issues/28935,1,0,0,No,,,,,,,,,,,,,,,,,
https://github.com/neovim/neovim/issues/29119,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/nextauthjs/next-auth/issues/11674,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/nextauthjs/next-auth/issues/11747,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/nextauthjs/next-auth/issues/9992,0,1,0,No,,,,,,,,,,,,,,,,,
https://github.com/nextcloud/server/issues/42704,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/nextcloud/server/issues/43130,1,0,0,No,,,,,,,,,,,,,,,,,
https://github.com/nextcloud/server/issues/43301,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/nextcloud/server/issues/43453,1,0,0,No,,,,,,,,,,,,,,,,,
https://github.com/nextcloud/server/issues/43964,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/nextcloud/server/issues/44114,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/nextcloud/server/issues/45162,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/nextcloud/server/issues/45378,0,1,0,No,,,,,,,,,,,,,,,,,
https://github.com/nextcloud/server/issues/45835,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/nextcloud/server/issues/46695,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/nextcloud/server/issues/48481,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/nrwl/nx/issues/21390,1,0,0,No,,,,,,,,,,,,,,,,,
https://github.com/nrwl/nx/issues/26466,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/nrwl/nx/issues/28192,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/oven-sh/bun/issues/10265,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/parcel-bundler/parcel/issues/9607,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/python-poetry/poetry/issues/9154,0,1,0,No,,,,,,,,,,,,,,,,,
https://github.com/remix-run/react-router/issues/11911,1,0,0,No,,,,,,,,,,,,,,,,,
https://github.com/remix-run/remix/issues/8691,0,1,0,No,,,,,,,,,,,,,,,,,
https://github.com/remix-run/remix/issues/9187,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/storybookjs/storybook/issues/26079,1,0,0,No,,,,,,,,,,,,,,,,,
https://github.com/strapi/strapi/issues/21004,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/sveltejs/svelte/issues/12772,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/syncthing/syncthing/issues/9371,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/telegramdesktop/tdesktop/issues/28213,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/telegramdesktop/tdesktop/issues/28336,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/tensorflow/tensorflow/issues/62864,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/vlang/v/issues/20834,1,0,0,No,,,,,,,,,,,,,,,,,
https://github.com/vlang/v/issues/21939,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/3646,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/3879,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/4041,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/4062,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/4972,0,1,0,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/5067,0,1,0,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/5405,0,1,0,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/5496,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/6607,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/6814,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/6893,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/7013,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/7579,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/7581,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/7721,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/7777,0,1,0,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/7940,0,1,0,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/8184,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/8358,0,1,0,No,,,,,,,,,,,,,,,,,
https://github.com/vllm-project/vllm/issues/8612,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/vuejs/core/issues/11177,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/wailsapp/wails/issues/3550,0,1,0,No,,,,,,,,,,,,,,,,,
https://github.com/yt-dlp/yt-dlp/issues/10422,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/yt-dlp/yt-dlp/issues/9219,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/yt-dlp/yt-dlp/issues/9302,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/yt-dlp/yt-dlp/issues/9510,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/yt-dlp/yt-dlp/issues/9569,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/yt-dlp/yt-dlp/issues/9775,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/yt-dlp/yt-dlp/issues/9903,1,1,1,No,,,,,,,,,,,,,,,,,
https://github.com/ytdl-org/youtube-dl/issues/32871,1,1,1,No,,,,,,,,,,,,,,,,,
